domain,scraped_at,id,name,image,status,urgency,special_case,class,since,gender,age,birthday,race,sice,weight,chip,situation,location,health,description
nuevavida-adopciones.org,2018-04-15 22:52:20.611391,9362,Galileo,https://nuevavida-adopciones.org/imas/animales/_9362/a_93621513945515.jpg,en adopción,NO,NO,Perro,16-12-2016,Macho,1 año y 7 meses,9/2016,Cruce de Labrador,Mediano,25kg pesará.,NA,NA,NA,Buena,El pequeño Galileo fue encontrado muy despistado y asustado por la calle de una gran ciudad. Como no tiene
adamprotectora.org,2018-04-15 22:52:20.728513,685,Freak,http://adamprotectora.org/imas/animales/_685/a_6851398366796.jpg,perdido,NO,NO,Perro,24-4-2014,Hembra,16 años y 11 meses,4/2001,Bichón Maltés,Pequeño,NA,No,NA,Santa María de Palautordera (Barcelona),NA,DESAPARECEIDA BICHÓN MALTÉS
nuevavida-adopciones.org,2018-04-15 22:52:23.548248,8485,Marta,https://nuevavida-adopciones.org/imas/animales/_8485/a_84851456963324.jpg,en adopción,SI,NO,Gato,3-3-2016,Hembra,3 años y 7 meses,9/2014,Común europeo,Mediano,NA,NA,NA,(AG/M),"Buena: desparasitada, vacunada, esterilizada y chip.","Marta fue rescatada de una perrera, donde sus días estaban contados. Es una gatita que se nota que debió tener un hogar, ya que tiene un carácter estupendo..es buenisima y le encantan los mimos y caricias."
asokaelgrande.org,2018-04-15 22:52:23.648793,6749,Perdido Pau II,http://asokaelgrande.org/imas/animales/_6749/a_67491437396757.jpg,recuperado,NO,NO,Gato,15-7-2015,Macho,2 años y 8 meses,7/2015,común,Mediano,NA,NA,NA,Alicante,NA,"SE BUSCA GATO MACHO DE PELO LARGO DE COLOR BLANCO Y GRIS OSCURO ATIGRADO, CON COLA DE ABUNDANTE PELO Y OJOS CLAROS, ES MUY SOCIABLE."
adamprotectora.org,2018-04-15 22:52:24.758691,687,Lucy,http://adamprotectora.org/imas/animales/_687/a_6871398700511.jpg,perdido,NO,NO,Perro,28-4-2014,Hembra,3 años y 11 meses,4/2014,Yorkshire,Pequeño,NA,NA,NA,Gavà (Barcelona),NA,LUCY PERDIDA!!
adoptamics.org,2018-04-15 22:52:25.754889,321,Maya,http://adoptamics.org/imas/animales/_321/a_3211288007266.jpg,perdido,NO,NO,Perro,25-10-2010,Hembra,8 años y 5 meses,11/2009,Cruce de Golden con Labrador,Grande,NA,no lleva chip,NA,(Alicante),Buen estado de salud.,Maya se ha perdido por la zona de Pozo Blanco. No lleva el microchip insertado. En noviembre cumplirá el año por lo que es una perra joven.
adamprotectora.org,2018-04-15 22:52:26.770694,689,Kansas,http://adamprotectora.org/imas/animales/_689/a_6891399049514.jpg,recuperado,NO,NO,Perro,2-5-2014,Hembra,8 años y 11 meses,5/2009,Mestizo,Mediano,NA,NA,NA,Teià (Barcelona),NA,PERDIDA EN TEIÀ
nuevavida-adopciones.org,2018-04-15 22:52:27.093397,9757,Pepito Grillo,https://nuevavida-adopciones.org/imas/animales/_9757/a_97571494200690.jpg,en adopción,NO,NO,Gato,8-5-2017,Macho,1 año y 7 meses,9/2016,Común europeo,Mediano,2kg,NA,NA,NA,Buena,"Pepito es un gato muy bueno, cariñoso...se lleva bien con niños, perros, gatos,adultos...con cualquiera y está deseando de recibir mimos y caricias."
asokaelgrande.org,2018-04-15 22:52:27.904806,6902,Wanda,http://asokaelgrande.org/imas/animales/_6902/a_69021442733300.jpg,recuperado,NO,NO,perros,31-7-2015,Hembra,2 años y 6 meses,9/2015,Mestiza,Mediano,NA,NA,NA,Alicante (Alicante),Desparasitada,NA
adoptamics.org,2018-04-15 22:52:29.963414,328,Moratines,http://adoptamics.org/imas/animales/_328/a_3281288197355.jpg,recuperado,SI,NO,Perro,27-10-2010,Macho,8 años y 5 meses,10/2009,Cruce de Teckel,Pequeño,NA,NA,NA,Novelda (Alicante),Buen estado de salud.,"Este es Moratines, un perro que fue encontrado deambulando por la carretera de Elche, una carretera donde desgraciadamente aparecen con enorme frecuencia muchos animales atropellados. Moratines tuvo suerte de que Fina se apiadó de él y lo recogió para que no corriera la misma suerte que los pobres animalitos que se dejan la vida en la carretera pisados por la rueda de cualquier vehículo."
adamprotectora.org,2018-04-15 22:52:30.107361,693,Luna,http://adamprotectora.org/imas/animales/_693/a_6931400855553.jpg,perdido,NO,NO,Perro,23-5-2014,Hembra,3 años y 10 meses,5/2014,Yorkshire,Pequeño,NA,NA,NA,El papiol (Barcelona),NA,"El sábado 26 de abril se perdió esta perrita en la zona de el papiol. Pero ahora puede estar mas lejos y en cualquier lugar. Es hembra y responde al nombre de luna o lunita, llevaba un arnés negro(es posible que ahora no lo lleve. Tiene una pequeña herida al lado del lagrimal del ojo derecho. Es muy asustadiza."
nuevavida-adopciones.org,2018-04-15 22:52:30.935038,7576,Aghata,https://nuevavida-adopciones.org/imas/animales/_7576/a_75761427152919.jpg,en adopción,NO,NO,Gato,24-3-2015,Hembra,5 años,3/2013,Cruce de Persa,Mediano,4kg,NA,Casa de acogida,NA,"Buena Desparasitado, castrado y vacunada.",Aghata fue abandonada en los jardines de una Urbanización de Madrid.
adamprotectora.org,2018-04-15 22:52:32.101272,694,Murri,http://adamprotectora.org/imas/animales/_694/a_6941400856353.jpg,perdido,NO,NO,Gato,23-5-2014,Macho,4 años y 11 meses,5/2013,NA,Mediano,NA,NA,NA,Vilanova i la Geltrú (Barcelona),NA,MURRI NO APARECE
asokaelgrande.org,2018-04-15 22:52:32.331173,6903,Encontrada junto a Wanda,http://asokaelgrande.org/imas/animales/_6903/a_69031442733489.jpg,recuperado,NO,NO,perros,31-7-2015,Hembra,NA,NA,Mestiza,Mediano,NA,NA,NA,Alicante (Alicante),Desparasitada,NA
adoptamics.org,2018-04-15 22:52:33.376213,335,Pluto,http://adoptamics.org/imas/animales/_335/a_3351289239972.jpg,recuperado,SI,NO,Perro,8-11-2010,Macho,9 años y 5 meses,11/2008,NA,Mediano,12 kilos,NA,NA,Novelda (Alicante),Buen estado de salud. Desparasitado interna y externamente.,Pluto es un perro que tiene cierta apariencia física con los Yorkshire pero tiene un tamaño medio. Es un perro muy gracioso al que le encanta jugar con pelota. Además es una dulzura con los niños por los que muestra un cariño muy especial.
nuevavida-adopciones.org,2018-04-15 22:52:33.533611,6420,Ginger,https://nuevavida-adopciones.org/imas/animales/_6420/a_64201390824007.jpg,en adopción,SI,NO,Gato,23-1-2014,Macho,4 años y 8 meses,7/2013,Común europeo,Grande,NA,NA,NA,NA,"buena, test de leucemia-inmuno negativos. Vacunado de trivalente, desparasitado. Acogida urgente","Ginger fue abandonado junto con su compañera kate, una gatita tricolor. Alguien vio a un hombre sacarlos de una caja y dejarlos en unos jardines. Son gatos sociables, extremadamente cariñosos, acostumbrados a vivir siempre en una casa ,(ginger llevaba incluso su collar con cascabel)... lo primero que hicieron fue subirse al sofa y hacerse una rosca. Tras unos meses fueron adoptados por una pareja, ahora se han separado y ellos, más que nadie, están sufriendo las consecuencias….Los gatitos nunca se han separado, son hermanos, ni siquiera cuando les dejaron abandonados en el parque, estaban siempre el uno pendiente del otro, por eso lo ideal es que continúen así. Son muy dulces. Necesitamos casa de ACOGIDA o ADOPCIÓN URGENTE!!"
adoptamics.org,2018-04-15 22:52:36.331169,354,Nube,http://adoptamics.org/imas/animales/_354/a_3541290708085.jpg,recuperado,SI,NO,Perro,24-11-2010,Hembra,NA,NA,NA,Pequeño,6-7 kilos,NA,NA,Monforte del Cid (Alicante),NA,"Este perro se ha perdido en Monforte (Alicante) casi al final del camino de salida a la autovía, salida antigua del Monforte. Desapareció el día 24 /11 /10."
protectoradeibi.com,2018-04-15 22:52:36.457146,2159,Morgan,http://protectoradeibi.com/imas/animales/_2159/a_21591495746292.jpg,en adopción,SI,NO,Perro,25-2-2017,Macho,6 años y 10 meses,5/2011,Doberman,Grande,NA,NA,NA,(Alicante),"Positivo a leishmania. Desparasitado, vacunado y castrado.","Morgan ha llegado en muy mal estado, desnutrido y enfermo."
arda.es,2018-04-15 22:52:36.506409,106,Rocky,http://arda.es/imas/animales/_106/a_1061519913926.jpg,en adopción,SI,NO,Perro,8-8-2016,Macho,11 años y 7 meses,8/2006,Pointer,Grande,NA,SI,Refugio,El Vendrell (Tarragona),NA,"Rocky fué abandonado por su ""dueño"", un cazador, en un zulo para que muriera de hambre porque decía que no le quería pegar un tiro. Nos dieron el aviso y nos lo trajeron a nuestro refugio. Es un perro muy bueno y solo pide mimos. Se lleva bien con todos los perros. Extremadamente cariñoso. Busca el calor de un hogar. Ven a conocerlo."
asokaelgrande.org,2018-04-15 22:52:36.711016,6784,Perdido en San Juan (Paquito),http://asokaelgrande.org/imas/animales/_6784/a_67841439294959.jpg,recuperado,NO,NO,Gato,8-8-2015,Hembra,2 años y 8 meses,8/2015,NA,Mediano,NA,NA,NA,San Juan (Alicante),NA,"Paquito, macho de 8 meses castrado hace 20 días. Ojos verdes, gris rayado, común europeo. Tiene la barbilla blanca. Se ha escapado en la calle Notario Salvador Montesinos, esquina con Jaime I, en San Juan Pueblo, entre Jaime I y el parque municipal. Se fue por el patio interior y puede haberse ido a la calle. Es callejerito, así que es bastante asustadizo y esquivo. No lleva collar."
nuevavida-adopciones.org,2018-04-15 22:52:37.923162,6445,Kate (Baby Klaus),https://nuevavida-adopciones.org/imas/animales/_6445/a_64451429651732.jpg,en adopción,SI,NO,Gato,31-1-2014,Hembra,4 años y 10 meses,5/2013,Común europeo,Mediano,NA,NA,NA,NA,"SALUD: Buena, testados de leucemia e inmuno (negativos, es decir sanos) desparasitados, castrados y vacunados.","Kate es una gatita tricolor, fue abandonada junto con su compañero Ginger. Alguien vio a un hombre sacarlos de una caja y dejarlos en unos jardines. Son gatos sociables, extremadamente cariñosos, acostumbrados a vivir siempre en una casa ,(ginger llevaba incluso su collar con cascabel)... lo primero que hicieron fue subirse al sofa y hacerse una rosca. Tras unos meses fueron adoptados por una pareja, ahora se han separado y ellos, más que nadie, están sufriendo las consecuencias….Los gatitos nunca se han separado, son hermanos, ni siquiera cuando les dejaron abandonados en el parque, estaban siempre el uno pendiente del otro, por eso lo ideal es que continúen así. Son muy dulces. Necesitamos casa de ACOGIDA o ADOPCIÓN URGENTE!!"
adamprotectora.org,2018-04-15 22:52:38.177666,673,Mora,http://adamprotectora.org/imas/animales/_673/a_6731395660768.jpg,recuperado,NO,NO,Perro,21-3-2014,Hembra,11 años y 3 meses,1/2007,mezcla labrador,Mediano,NA,NA,NA,El Masnou (Barcelona),NA,"Recogida en Masnou, con chip, pero consultado en el AIAC en la dirección registrada de Montornés del Vallés no vive nadie, ni sus dueños están registrados en ese pueblo."
adoptamics.org,2018-04-15 22:52:39.835008,356,Nany,http://adoptamics.org/imas/animales/_356/a_3561290946588.jpg,perdido,NO,NO,Gato,28-11-2010,Hembra,7 años y 7 meses,9/2010,Gato común,Pequeño,1 kilo,NA,NA,Novelda (Alicante),Buen estado de salud. Desparasitada interna y externamente.,NANY SE HA PERDIDO. SE ESCAPÓ DE SU CASA DE ACOGIDA. SI ALGUIEN LA RECONOCE POR FAVOR QUE CONTACTE CON ADOPTAMICS EN EL TELÉFONO 644 024 101.
asokaelgrande.org,2018-04-15 22:52:41.179331,6803,Perdida Paises Escandinavos-San Juan (Cris),http://asokaelgrande.org/imas/animales/_6803/a_68031440283502.jpg,perdido,SI,NO,Gato,18-8-2015,Hembra,7 años y 7 meses,8/2010,común,Mediano,NA,NA,NA,Alicante,NA,"El pasado martes día 18 agosto perdimos una gata. Fue en la urb. Países Bajos en la calle Países Escandinavos de la playa d San Juan, Alicante."
nuevavida-adopciones.org,2018-04-15 22:52:42.305106,9918,Brave,https://nuevavida-adopciones.org/imas/animales/_9918/a_99181500216406.jpg,en adopción,SI,NO,Perro,16-7-2017,Hembra,1 año y 11 meses,5/2016,Mestizo,Grande,NA,NA,NA,NA,Buena,"BRAVE, es de tamaño grande pero vive desde pequeña en un piso, es buena, tranquila, simpática y se lleva bien tanto con perros como con gatos. Sabe pasear con correa y atiende a tú llamada si esta suelta."
adamprotectora.org,2018-04-15 22:52:42.534000,675,Jackie,http://adamprotectora.org/imas/animales/_675/a_6751395735216.jpg,perdido,NO,NO,Perro,25-3-2014,Macho,3 años y 11 meses,4/2014,Yorkshire,Pequeño,NA,Si,NA,Llinars del Valles (Barcelona),NA,PERDIDO YORCKSHIRE
adamprotectora.org,2018-04-15 22:52:46.709144,676,Thor,http://adamprotectora.org/imas/animales/_676/a_6761396513277.jpg,perdido,NO,NO,Perro,3-4-2014,Macho,15 años,4/2003,X samoyedo,Mediano,NA,No,NA,Sant Feliu de Buixalleu (Girona),NA,EN THOR HA DESAPAREGUT
nuevavida-adopciones.org,2018-04-15 22:52:46.731430,10085,Lolo,https://nuevavida-adopciones.org/imas/animales/_10085/a_100851507249213.jpg,en adopción,NO,NO,Perro,6-10-2017,Macho,1 año y 10 meses,6/2016,Mestizo,Mediano,11kg,NA,NA,NA,Buena,"LOLO, es un perrito juguetón y cariñoso, le encanta jugar con otros perros, necesita un familia que le cuide y le de mucho cariño. ADOPTALO!!!!"
asokaelgrande.org,2018-04-15 22:52:47.243319,7014,Ibra,http://asokaelgrande.org/imas/animales/_7014/a_70141496174464.jpg,en adopción,NO,NO,perros,1-5-2015,Macho,8 años y 4 meses,11/2009,Mestizo,Mediano,20 kg,NA,NA,Alicante (Alicante),"Desparasitado, vacunado, castrado",Ibra es un perro muy cariñoso. Activo. Ha compartido jaula con algunas hembras y se reencontró con su compañera Tigüina.
adoptamics.org,2018-04-15 22:52:48.119024,309,Rocío,http://adoptamics.org/imas/animales/_309/a_3091286380014.jpg,perdido,NO,NO,Perro,30-9-2010,Hembra,10 años y 11 meses,4/2007,Galga,Grande,22 kilos,NA,NA,Monóvar (Alicante),Se encuentra perfectamente.,ROCÍO SE HA PERDIDO POR MONÓVAR. ES UNA GALGA QUE SERÍA FÁCIL DE RECONOCER YA QUE NO HAY MUCHAS DE ESAS CARACTERÍSTICAS. SI LA VES POR FAVOR LLAMA AL 644 024 101.
nuevavida-adopciones.org,2018-04-15 22:52:49.154490,9975,Goku,https://nuevavida-adopciones.org/imas/animales/_9975/a_99751503406077.jpg,en adopción,NO,NO,Perro,22-8-2017,Macho,3 años y 11 meses,5/2014,Cruce de Galgo,Grande,18kg,NA,NA,NA,Buena,MI/M
adamprotectora.org,2018-04-15 22:52:50.532562,679,Vida y Mara,http://adamprotectora.org/imas/animales/_679/a_6791397209410.jpg,perdido,NO,NO,Perro,11-4-2014,Hembra,3 años y 5 meses,11/2014,Americanbully,Mediano,NA,Si,NA,Rubi (Barcelona),NA,DESAPARECIDAS VIDA Y MARA
asokaelgrande.org,2018-04-15 22:52:51.402275,7895,Jack,http://asokaelgrande.org/imas/animales/_7895/a_78951512414071.jpg,en adopción,NO,NO,Gato,11-11-2016,Macho,9 años y 3 meses,1/2009,Común europeo,Mediano,NA,NA,NA,Alicante (Alicante),Desparasitado. Negativo Leucemia. Positivo VIF. Castrado.,"Jack ha llegado al albergue junto a su hermanita Jenny, de la que es inseparable y en el que se apoya en todo momento. Desconocemos lo que habrán debido de sufrir en las duras calles, buscando algo de comer y un lugar donde refugiarse del frío y de las personas, pues se muestran un poco asustadillos y desconfiados. Sin embargo, a pesar del temor que puedan tener no hacen nunca un mal gesto, ni tan siquiera un pequeño bufido, sino todo lo contrario, cierran sus ojitos y se dejan acariciar durante todo el tiempo que te apetezca, llegando a relajarse profundamente y a ronronear. Ambos son muy buenos, y solo es cuestión de un par de sesiones más de mimitos y de ricos patés para que confíen de nuevo en el ser humano y vuelvan a ser los gatitos que siempre debieron ser. Jack es todo un precioso gatazo blanco y gris, y como su hermana es positiva a VIF, pero como siempre os decimos… no tengáis en cuenta este pequeño detalle, y ofrecedle la oportunidad de que conozca lo que es un verdadero hogar y tener un regazo en el que pasar horas y horas ronroneando. ¿Serás tú quien le dará esa oportunidad que se merece en acogida y/o adopción? Poned un positivo en vuestras vidas!!!"
nuevavida-adopciones.org,2018-04-15 22:52:52.003419,10021,Amaranta/India,https://nuevavida-adopciones.org/imas/animales/_10021/a_100211509813580.jpg,en adopción,NO,NO,Perro,13-9-2017,Hembra,2 años y 10 meses,5/2015,Cruce de Pastor Alemán,Grande,30kg,NA,Refugio,NA,Buena,"Amaranta no ha pasado 100 años de soledad pero sí que ha vivido su corta existencia en esa situación, únicamente acompañada por los cachorros que iba teniendo en cada camada. Amaranta tenía su destino asignado: sólo viviría para parir y criar, una máquina de hacer hijos que, posteriormente, serían vendidos…, lo peor que a una madre le puede suceder. Quien la tenía para eso no se le puede considerar como “ser humano”. Por una extraña y desconocida razón, dicha persona, quiso deshacerse de ella y sus pequeños, y ahí estábamos nosotros para recogerla. Es una estupenda perrita y una mejor madre, buena y sociable a pesar de su aislamiento. No llegará a vivir 100 años pero el tiempo que lo haga será mucho más feliz que hasta ahora. Haz que conozca lo que es estar en buena compañía y adóptala."
adamprotectora.org,2018-04-15 22:52:52.920767,684,Isis,http://adamprotectora.org/imas/animales/_684/a_6841398364615.jpg,perdido,NO,NO,Perro,24-4-2014,Hembra,3 años y 11 meses,4/2014,Galgo,Grande,NA,Si,NA,Prat de Llobregat (Barcelona),NA,BUSCAMOS A ISIS
adoptamics.org,2018-04-15 22:52:53.288611,311,Fredy,http://adoptamics.org/imas/animales/_311/a_3111286279009.jpg,encontrado,NO,NO,Gato,5-10-2010,Macho,7 años y 1 mes,3/2011,NA,Grande,NA,NA,NA,Novelda (Alicante),Buen estado de salud. Esterilizado.,"Se ha encontrado este gato en la Urbanización ""La Montañosa"" de Hondón de las Nieves. Es un gato adulto y muy cariñoso. Si alguien sabe de quién puede ser puede llamar al siguiente teléfono: 96 560 64 14."
adoptamics.org,2018-04-15 22:52:55.405396,314,Mora,http://adoptamics.org/imas/animales/_314/a_3141286383623.jpg,recuperado,SI,NO,Perro,6-10-2010,Hembra,9 años y 6 meses,10/2008,Pastor alemán,Grande,NA,Sí,NA,Novelda (Alicante),Buen estado de salud.,"Esta perra preciosa es Mora, un ejemplar de pastor alemán que hasta hace escasas fechas ha tenido a una persona a su lado. Tiene el microchip puesto pero su propietario ha renunciado a ella."
